maxAge,totalEsg,environmentScore,socialScore,governanceScore,ratingYear,ratingMonth,highestControversy,peerCount,esgPerformance,peerGroup,relatedControversy,peerEsgScorePerformance,peerGovernancePerformance,peerSocialPerformance,peerEnvironmentPerformance,peerHighestControversyPerformance,percentile,environmentPercentile,socialPercentile,governancePercentile,adult,alcoholic,animalTesting,catholic,controversialWeapons,smallArms,furLeather,gambling,gmo,militaryContract,nuclear,pesticides,palmOil,coal,tobacco,Ticker
86400,43.27,19.95,16.82,6.51,2025,7,5.0,64,LEAD_PERF,Industrial Conglomerates,['Operations Incidents'],"{'min': 23.16, 'avg': 38.84062500000001, 'max': 56.3}","{'min': 3.44, 'avg': 7.774186046511627, 'max': 13.78}","{'min': 6.83, 'avg': 13.429534883720931, 'max': 20.95}","{'min': 8.97, 'avg': 15.48441860465117, 'max': 21.12}","{'min': 0.0, 'avg': 1.078125, 'max': 5.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,MMM
86400,28.23,10.35,12.15,5.72,2025,7,1.0,279,AVG_PERF,Machinery,['Business Ethics Incidents'],"{'min': 13.15, 'avg': 28.779677419354833, 'max': 45.24}","{'min': 1.62, 'avg': 5.742968749999998, 'max': 11.05}","{'min': 5.47, 'avg': 10.7375, 'max': 18.31}","{'min': 2.03, 'avg': 10.000937500000001, 'max': 15.89}","{'min': 0.0, 'avg': 0.6559139784946236, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AOS
86400,20.35,2.25,13.0,5.1,2025,7,3.0,309,AVG_PERF,Healthcare,['Customer Incidents'],"{'min': 8.44, 'avg': 23.813818770226533, 'max': 37.12}","{'min': 3.18, 'avg': 5.950940170940173, 'max': 10.02}","{'min': 2.57, 'avg': 12.068632478632482, 'max': 22.54}","{'min': 0.04, 'avg': 2.586923076923076, 'max': 6.12}","{'min': 0.0, 'avg': 0.7928802588996764, 'max': 4.0}",,,,,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,ABT
86400,24.2,2.35,15.03,6.82,2025,7,2.0,505,AVG_PERF,Pharmaceuticals,['Customer Incidents;Society & Community Incidents'],"{'min': 8.52, 'avg': 29.375306930693093, 'max': 43.03}","{'min': 1.9, 'avg': 6.09472972972973, 'max': 10.47}","{'min': 3.32, 'avg': 13.475810810810813, 'max': 27.87}","{'min': 0.33, 'avg': 2.778108108108109, 'max': 7.17}","{'min': 0.0, 'avg': 0.5287128712871287, 'max': 5.0}",,,,,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,ABBV
86400,11.09,0.14,6.94,4.01,2025,7,1.0,586,LAG_PERF,Software & Services,['Business Ethics Incidents;Employee Incidents;Customer Incidents'],"{'min': 7.44, 'avg': 21.189334470989767, 'max': 33.72}","{'min': 1.34, 'avg': 5.549801587301587, 'max': 10.54}","{'min': 4.49, 'avg': 10.007142857142858, 'max': 21.64}","{'min': 0.05, 'avg': 3.2042460317460315, 'max': 6.94}","{'min': 0.0, 'avg': 0.6689419795221843, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ACN
86400,14.16,2.78,6.75,4.63,2025,7,2.0,586,LAG_PERF,Software & Services,['Customer Incidents'],"{'min': 7.44, 'avg': 21.189334470989767, 'max': 33.72}","{'min': 1.34, 'avg': 5.549801587301587, 'max': 10.54}","{'min': 4.49, 'avg': 10.007142857142858, 'max': 21.64}","{'min': 0.05, 'avg': 3.2042460317460315, 'max': 6.94}","{'min': 0.0, 'avg': 0.6689419795221843, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ADBE
86400,12.51,3.01,4.22,5.28,2025,7,1.0,122,LAG_PERF,Semiconductors,['Business Ethics Incidents;Customer Incidents'],"{'min': 8.3, 'avg': 23.446475409836065, 'max': 41.21}","{'min': 2.14, 'avg': 5.259245283018869, 'max': 9.29}","{'min': 2.18, 'avg': 5.646226415094341, 'max': 10.28}","{'min': 2.6, 'avg': 7.713962264150944, 'max': 16.83}","{'min': 0.0, 'avg': 0.5655737704918032, 'max': 3.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AMD
86400,24.25,11.95,9.05,3.25,2025,7,2.0,234,AVG_PERF,Utilities,['Operations Incidents;Customer Incidents'],"{'min': 7.11, 'avg': 29.324999999999996, 'max': 69.63}","{'min': 1.49, 'avg': 5.011788079470196, 'max': 9.96}","{'min': 2.62, 'avg': 10.766357615894037, 'max': 34.99}","{'min': 0.14, 'avg': 10.701589403973506, 'max': 30.62}","{'min': 0.0, 'avg': 1.0811965811965811, 'max': 5.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AES
86400,18.58,1.29,8.32,8.97,2025,7,1.0,184,LAG_PERF,Insurance,['Customer Incidents'],"{'min': 10.08, 'avg': 23.333369565217392, 'max': 40.12}","{'min': 2.76, 'avg': 9.231999999999996, 'max': 15.09}","{'min': 5.16, 'avg': 9.889250000000006, 'max': 14.17}","{'min': 0.0, 'avg': 1.304416666666667, 'max': 2.94}","{'min': 0.0, 'avg': 0.8695652173913043, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AFL
86400,10.09,1.14,5.01,3.94,2025,7,1.0,505,LAG_PERF,Pharmaceuticals,['Operations Incidents'],"{'min': 8.52, 'avg': 29.375306930693093, 'max': 43.03}","{'min': 1.9, 'avg': 6.09472972972973, 'max': 10.47}","{'min': 3.32, 'avg': 13.475810810810813, 'max': 27.87}","{'min': 0.33, 'avg': 2.778108108108109, 'max': 7.17}","{'min': 0.0, 'avg': 0.5287128712871287, 'max': 5.0}",,,,,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,A
86400,14.83,8.45,3.44,2.94,2025,7,1.0,183,LAG_PERF,Chemicals,['Customer Incidents;Governance Incidents;Employee Incidents;Society & Community Incidents'],"{'min': 11.77, 'avg': 28.77852459016393, 'max': 50.97}","{'min': 1.26, 'avg': 5.055698924731183, 'max': 8.36}","{'min': 0.89, 'avg': 6.150967741935487, 'max': 14.31}","{'min': 5.42, 'avg': 14.263978494623657, 'max': 22.07}","{'min': 0.0, 'avg': 0.8907103825136612, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,APD
86400,17.24,0.88,9.69,6.68,2025,7,2.0,586,LAG_PERF,Software & Services,['Business Ethics Incidents;Customer Incidents'],"{'min': 7.44, 'avg': 21.189334470989767, 'max': 33.72}","{'min': 1.34, 'avg': 5.549801587301587, 'max': 10.54}","{'min': 4.49, 'avg': 10.007142857142858, 'max': 21.64}","{'min': 0.05, 'avg': 3.2042460317460315, 'max': 6.94}","{'min': 0.0, 'avg': 0.6689419795221843, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ABNB
86400,15.81,3.67,8.4,3.75,2025,7,1.0,586,LAG_PERF,Software & Services,['Business Ethics Incidents;Employee Incidents'],"{'min': 7.44, 'avg': 21.189334470989767, 'max': 33.72}","{'min': 1.34, 'avg': 5.549801587301587, 'max': 10.54}","{'min': 4.49, 'avg': 10.007142857142858, 'max': 21.64}","{'min': 0.05, 'avg': 3.2042460317460315, 'max': 6.94}","{'min': 0.0, 'avg': 0.6689419795221843, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AKAM
86400,20.11,11.83,3.79,4.49,2025,7,2.0,183,AVG_PERF,Chemicals,['Business Ethics Incidents;Operations Incidents'],"{'min': 11.77, 'avg': 28.77852459016393, 'max': 50.97}","{'min': 1.26, 'avg': 5.055698924731183, 'max': 8.36}","{'min': 0.89, 'avg': 6.150967741935487, 'max': 14.31}","{'min': 5.42, 'avg': 14.263978494623657, 'max': 22.07}","{'min': 0.0, 'avg': 0.8907103825136612, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ALB
86400,16.04,3.97,4.64,7.43,2025,7,1.0,506,LAG_PERF,Real Estate,['Business Ethics Incidents'],"{'min': 4.1, 'avg': 16.27480237154153, 'max': 32.6}","{'min': 1.19, 'avg': 5.475733333333338, 'max': 16.07}","{'min': 0.28, 'avg': 3.8283555555555546, 'max': 10.05}","{'min': 0.73, 'avg': 3.9249777777777766, 'max': 8.95}","{'min': 0.0, 'avg': 0.25296442687747034, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ARE
86400,18.25,2.62,9.59,6.04,2025,7,1.0,309,LAG_PERF,Healthcare,['Customer Incidents;Business Ethics Incidents'],"{'min': 8.44, 'avg': 23.813818770226533, 'max': 37.12}","{'min': 3.18, 'avg': 5.950940170940173, 'max': 10.02}","{'min': 2.57, 'avg': 12.068632478632482, 'max': 22.54}","{'min': 0.04, 'avg': 2.586923076923076, 'max': 6.12}","{'min': 0.0, 'avg': 0.7928802588996764, 'max': 4.0}",,,,,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,ALGN
86400,20.64,11.75,5.3,3.58,2025,7,0.0,72,AVG_PERF,Building Products,['Operations Incidents;Employee Incidents;Product & Service Incidents;Business Ethics Incidents;Governance Incidents;Social Supply Chain Incidents;Society & Community Incidents;Environmental Supply Chain Incidents;Customer Incidents;Public Policy Incidents'],"{'min': 13.49, 'avg': 24.222916666666666, 'max': 34.35}","{'min': 3.14, 'avg': 5.250857142857141, 'max': 8.41}","{'min': 2.76, 'avg': 5.750857142857143, 'max': 7.8}","{'min': 4.64, 'avg': 10.435142857142855, 'max': 15.22}","{'min': 0.0, 'avg': 0.6666666666666666, 'max': 3.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ALLE
86400,21.66,10.79,6.51,4.36,2025,7,1.0,234,AVG_PERF,Utilities,['Operations Incidents;Customer Incidents'],"{'min': 7.11, 'avg': 29.324999999999996, 'max': 69.63}","{'min': 1.49, 'avg': 5.011788079470196, 'max': 9.96}","{'min': 2.62, 'avg': 10.766357615894037, 'max': 34.99}","{'min': 0.14, 'avg': 10.701589403973506, 'max': 30.62}","{'min': 0.0, 'avg': 1.0811965811965811, 'max': 5.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,LNT
86400,24.68,1.29,12.59,10.8,2025,7,2.0,184,AVG_PERF,Insurance,['Customer Incidents;Employee Incidents'],"{'min': 10.08, 'avg': 23.333369565217392, 'max': 40.12}","{'min': 2.76, 'avg': 9.231999999999996, 'max': 15.09}","{'min': 5.16, 'avg': 9.889250000000006, 'max': 14.17}","{'min': 0.0, 'avg': 1.304416666666667, 'max': 2.94}","{'min': 0.0, 'avg': 0.8695652173913043, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ALL
86400,25.17,3.22,11.74,10.21,2025,7,4.0,586,AVG_PERF,Software & Services,['Customer Incidents'],"{'min': 7.44, 'avg': 21.189334470989767, 'max': 33.72}","{'min': 1.34, 'avg': 5.549801587301587, 'max': 10.54}","{'min': 4.49, 'avg': 10.007142857142858, 'max': 21.64}","{'min': 0.05, 'avg': 3.2042460317460315, 'max': 6.94}","{'min': 0.0, 'avg': 0.6689419795221843, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,GOOGL
86400,28.77,7.08,15.71,5.98,2025,7,3.0,227,AVG_PERF,Food Products,['Customer Incidents'],"{'min': 16.37, 'avg': 30.78713656387667, 'max': 49.75}","{'min': 1.54, 'avg': 5.022704918032785, 'max': 11.94}","{'min': 5.89, 'avg': 10.641639344262293, 'max': 20.62}","{'min': 5.07, 'avg': 12.765409836065572, 'max': 26.8}","{'min': 0.0, 'avg': 1.3171806167400881, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,True,MO
86400,25.7,8.19,10.77,6.75,2025,7,3.0,267,AVG_PERF,Retailing,['Employee Incidents;Customer Incidents'],"{'min': 8.0, 'avg': 18.447340823970045, 'max': 35.09}","{'min': 1.0, 'avg': 4.2882786885245885, 'max': 8.95}","{'min': 4.13, 'avg': 8.934999999999997, 'max': 16.56}","{'min': 0.19, 'avg': 3.790573770491802, 'max': 10.39}","{'min': 0.0, 'avg': 0.9063670411985019, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AMZN
86400,13.73,10.68,1.07,1.98,2025,7,1.0,38,LAG_PERF,Containers & Packaging,['Employee Incidents;Business Ethics Incidents'],"{'min': 9.01, 'avg': 17.55526315789474, 'max': 26.41}","{'min': 1.0, 'avg': 2.832592592592593, 'max': 6.01}","{'min': 0.68, 'avg': 1.4151851851851847, 'max': 2.74}","{'min': 7.04, 'avg': 12.760370370370369, 'max': 21.21}","{'min': 0.0, 'avg': 0.6842105263157895, 'max': 2.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AMCR
86400,27.26,13.38,9.82,4.05,2025,7,2.0,234,AVG_PERF,Utilities,['Operations Incidents;Employee Incidents'],"{'min': 7.11, 'avg': 29.324999999999996, 'max': 69.63}","{'min': 1.49, 'avg': 5.011788079470196, 'max': 9.96}","{'min': 2.62, 'avg': 10.766357615894037, 'max': 34.99}","{'min': 0.14, 'avg': 10.701589403973506, 'max': 30.62}","{'min': 0.0, 'avg': 1.0811965811965811, 'max': 5.0}",,,,,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,AEE
86400,24.43,11.33,9.2,3.9,2025,7,2.0,234,AVG_PERF,Utilities,['Public Policy Incidents;Customer Incidents'],"{'min': 7.11, 'avg': 29.324999999999996, 'max': 69.63}","{'min': 1.49, 'avg': 5.011788079470196, 'max': 9.96}","{'min': 2.62, 'avg': 10.766357615894037, 'max': 34.99}","{'min': 0.14, 'avg': 10.701589403973506, 'max': 30.62}","{'min': 0.0, 'avg': 1.0811965811965811, 'max': 5.0}",,,,,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,AEP
86400,18.92,0.14,11.84,6.94,2025,7,2.0,357,LAG_PERF,Diversified Financials,['Customer Incidents;Business Ethics Incidents'],"{'min': 7.16, 'avg': 23.62831932773108, 'max': 37.55}","{'min': 2.03, 'avg': 9.711705882352943, 'max': 19.02}","{'min': 0.21, 'avg': 8.897882352941176, 'max': 13.77}","{'min': 0.07, 'avg': 1.6129411764705868, 'max': 5.66}","{'min': 0.0, 'avg': 0.6638655462184874, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AXP
86400,23.3,1.95,10.68,10.66,2025,7,2.0,184,AVG_PERF,Insurance,['Customer Incidents'],"{'min': 10.08, 'avg': 23.333369565217392, 'max': 40.12}","{'min': 2.76, 'avg': 9.231999999999996, 'max': 15.09}","{'min': 5.16, 'avg': 9.889250000000006, 'max': 14.17}","{'min': 0.0, 'avg': 1.304416666666667, 'max': 2.94}","{'min': 0.0, 'avg': 0.8695652173913043, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AIG
86400,14.91,4.8,4.2,5.92,2025,7,1.0,506,LAG_PERF,Real Estate,['Customer Incidents;Business Ethics Incidents;Society & Community Incidents'],"{'min': 4.1, 'avg': 16.27480237154153, 'max': 32.6}","{'min': 1.19, 'avg': 5.475733333333338, 'max': 16.07}","{'min': 0.28, 'avg': 3.8283555555555546, 'max': 10.05}","{'min': 0.73, 'avg': 3.9249777777777766, 'max': 8.95}","{'min': 0.0, 'avg': 0.25296442687747034, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AMT
86400,19.18,8.86,6.69,3.63,2025,7,1.0,234,LAG_PERF,Utilities,['Operations Incidents;Customer Incidents'],"{'min': 7.11, 'avg': 29.324999999999996, 'max': 69.63}","{'min': 1.49, 'avg': 5.011788079470196, 'max': 9.96}","{'min': 2.62, 'avg': 10.766357615894037, 'max': 34.99}","{'min': 0.14, 'avg': 10.701589403973506, 'max': 30.62}","{'min': 0.0, 'avg': 1.0811965811965811, 'max': 5.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AWK
86400,18.5,1.54,7.83,9.13,2025,7,2.0,357,LAG_PERF,Diversified Financials,['Employee Incidents;Business Ethics Incidents'],"{'min': 7.16, 'avg': 23.62831932773108, 'max': 37.55}","{'min': 2.03, 'avg': 9.711705882352943, 'max': 19.02}","{'min': 0.21, 'avg': 8.897882352941176, 'max': 13.77}","{'min': 0.07, 'avg': 1.6129411764705868, 'max': 5.66}","{'min': 0.0, 'avg': 0.6638655462184874, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AMP
86400,14.24,6.51,3.74,4.0,2025,7,0.0,238,LAG_PERF,Technology Hardware,['Environmental Supply Chain Incidents;Product & Service Incidents;Operations Incidents;Social Supply Chain Incidents;Society & Community Incidents;Customer Incidents;Business Ethics Incidents;Employee Incidents;Public Policy Incidents;Governance Incidents'],"{'min': 4.51, 'avg': 16.96747899159664, 'max': 34.19}","{'min': 0.76, 'avg': 4.80887640449438, 'max': 9.93}","{'min': 1.4, 'avg': 5.3407865168539335, 'max': 12.45}","{'min': 0.17, 'avg': 4.272247191011235, 'max': 11.6}","{'min': 0.0, 'avg': 0.5756302521008403, 'max': 3.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AME
86400,22.43,1.74,14.65,6.05,2025,7,3.0,505,AVG_PERF,Pharmaceuticals,['Business Ethics Incidents'],"{'min': 8.52, 'avg': 29.375306930693093, 'max': 43.03}","{'min': 1.9, 'avg': 6.09472972972973, 'max': 10.47}","{'min': 3.32, 'avg': 13.475810810810813, 'max': 27.87}","{'min': 0.33, 'avg': 2.778108108108109, 'max': 7.17}","{'min': 0.0, 'avg': 0.5287128712871287, 'max': 5.0}",,,,,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,AMGN
86400,17.64,8.19,4.77,4.68,2025,7,2.0,238,LAG_PERF,Technology Hardware,['Operations Incidents'],"{'min': 4.51, 'avg': 16.96747899159664, 'max': 34.19}","{'min': 0.76, 'avg': 4.80887640449438, 'max': 9.93}","{'min': 1.4, 'avg': 5.3407865168539335, 'max': 12.45}","{'min': 0.17, 'avg': 4.272247191011235, 'max': 11.6}","{'min': 0.0, 'avg': 0.5756302521008403, 'max': 3.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,APH
86400,16.6,7.34,4.51,4.74,2025,7,1.0,122,LAG_PERF,Semiconductors,['Governance Incidents;Employee Incidents;Business Ethics Incidents'],"{'min': 8.3, 'avg': 23.446475409836065, 'max': 41.21}","{'min': 2.14, 'avg': 5.259245283018869, 'max': 9.29}","{'min': 2.18, 'avg': 5.646226415094341, 'max': 10.28}","{'min': 2.6, 'avg': 7.713962264150944, 'max': 16.83}","{'min': 0.0, 'avg': 0.5655737704918032, 'max': 3.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ADI
86400,14.41,0.04,6.58,7.78,2025,7,1.0,184,LAG_PERF,Insurance,['Customer Incidents;Business Ethics Incidents'],"{'min': 10.08, 'avg': 23.333369565217392, 'max': 40.12}","{'min': 2.76, 'avg': 9.231999999999996, 'max': 15.09}","{'min': 5.16, 'avg': 9.889250000000006, 'max': 14.17}","{'min': 0.0, 'avg': 1.304416666666667, 'max': 2.94}","{'min': 0.0, 'avg': 0.8695652173913043, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AON
86400,38.38,22.1,9.04,7.24,2025,7,2.0,165,LEAD_PERF,Oil & Gas Producers,['Operations Incidents;Product & Service Incidents;Customer Incidents'],"{'min': 7.23, 'avg': 43.716121212121244, 'max': 72.4}","{'min': 1.38, 'avg': 6.676823529411765, 'max': 13.27}","{'min': 1.61, 'avg': 10.398235294117656, 'max': 20.61}","{'min': 0.08, 'avg': 22.28517647058823, 'max': 37.0}","{'min': 0.0, 'avg': 1.1757575757575758, 'max': 5.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,APA
86400,22.69,2.47,9.23,10.99,2025,7,2.0,357,AVG_PERF,Diversified Financials,['Governance Incidents;Employee Incidents'],"{'min': 7.16, 'avg': 23.62831932773108, 'max': 37.55}","{'min': 2.03, 'avg': 9.711705882352943, 'max': 19.02}","{'min': 0.21, 'avg': 8.897882352941176, 'max': 13.77}","{'min': 0.07, 'avg': 1.6129411764705868, 'max': 5.66}","{'min': 0.0, 'avg': 0.6638655462184874, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,APO
86400,18.88,2.33,7.98,8.58,2025,7,3.0,238,LAG_PERF,Technology Hardware,['Business Ethics Incidents;Customer Incidents'],"{'min': 4.51, 'avg': 16.96747899159664, 'max': 34.19}","{'min': 0.76, 'avg': 4.80887640449438, 'max': 9.93}","{'min': 1.4, 'avg': 5.3407865168539335, 'max': 12.45}","{'min': 0.17, 'avg': 4.272247191011235, 'max': 11.6}","{'min': 0.0, 'avg': 0.5756302521008403, 'max': 3.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AAPL
86400,11.43,3.8,3.09,4.54,2025,7,2.0,122,LAG_PERF,Semiconductors,['Society & Community Incidents'],"{'min': 8.3, 'avg': 23.446475409836065, 'max': 41.21}","{'min': 2.14, 'avg': 5.259245283018869, 'max': 9.29}","{'min': 2.18, 'avg': 5.646226415094341, 'max': 10.28}","{'min': 2.6, 'avg': 7.713962264150944, 'max': 16.83}","{'min': 0.0, 'avg': 0.5655737704918032, 'max': 3.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AMAT
86400,12.89,4.35,4.56,3.97,2025,3,1.0,86,LAG_PERF,Auto Components,['Business Ethics Incidents'],"{'min': 8.24, 'avg': 19.311976744186044, 'max': 34.12}","{'min': 2.72, 'avg': 5.770606060606058, 'max': 9.72}","{'min': 1.84, 'avg': 5.957575757575756, 'max': 11.43}","{'min': 1.36, 'avg': 4.529090909090909, 'max': 8.7}","{'min': 0.0, 'avg': 0.7790697674418605, 'max': 3.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,APTV
86400,20.43,1.57,9.92,8.94,2025,7,2.0,184,AVG_PERF,Insurance,['Customer Incidents'],"{'min': 10.08, 'avg': 23.333369565217392, 'max': 40.12}","{'min': 2.76, 'avg': 9.231999999999996, 'max': 15.09}","{'min': 5.16, 'avg': 9.889250000000006, 'max': 14.17}","{'min': 0.0, 'avg': 1.304416666666667, 'max': 2.94}","{'min': 0.0, 'avg': 0.8695652173913043, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ACGL
86400,32.81,19.9,9.39,3.52,2025,7,3.0,227,LEAD_PERF,Food Products,['Social Supply Chain Incidents'],"{'min': 16.37, 'avg': 30.78713656387667, 'max': 49.75}","{'min': 1.54, 'avg': 5.022704918032785, 'max': 11.94}","{'min': 5.89, 'avg': 10.641639344262293, 'max': 20.62}","{'min': 5.07, 'avg': 12.765409836065572, 'max': 26.8}","{'min': 0.0, 'avg': 1.3171806167400881, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ADM
86400,16.31,3.88,7.54,4.88,2025,7,1.0,238,LAG_PERF,Technology Hardware,['Business Ethics Incidents'],"{'min': 4.51, 'avg': 16.96747899159664, 'max': 34.19}","{'min': 0.76, 'avg': 4.80887640449438, 'max': 9.93}","{'min': 1.4, 'avg': 5.3407865168539335, 'max': 12.45}","{'min': 0.17, 'avg': 4.272247191011235, 'max': 11.6}","{'min': 0.0, 'avg': 0.5756302521008403, 'max': 3.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ANET
86400,17.8,0.23,9.13,8.45,2025,7,1.0,184,LAG_PERF,Insurance,['Governance Incidents;Customer Incidents'],"{'min': 10.08, 'avg': 23.333369565217392, 'max': 40.12}","{'min': 2.76, 'avg': 9.231999999999996, 'max': 15.09}","{'min': 5.16, 'avg': 9.889250000000006, 'max': 14.17}","{'min': 0.0, 'avg': 1.304416666666667, 'max': 2.94}","{'min': 0.0, 'avg': 0.8695652173913043, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AJG
86400,19.72,1.54,8.77,9.42,2025,7,1.0,184,LAG_PERF,Insurance,['Employee Incidents;Customer Incidents;Business Ethics Incidents'],"{'min': 10.08, 'avg': 23.333369565217392, 'max': 40.12}","{'min': 2.76, 'avg': 9.231999999999996, 'max': 15.09}","{'min': 5.16, 'avg': 9.889250000000006, 'max': 14.17}","{'min': 0.0, 'avg': 1.304416666666667, 'max': 2.94}","{'min': 0.0, 'avg': 0.8695652173913043, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AIZ
86400,22.07,4.04,11.5,6.53,2025,7,3.0,101,AVG_PERF,Telecommunication Services,['Operations Incidents;Customer Incidents'],"{'min': 12.0, 'avg': 24.749603960396037, 'max': 38.1}","{'min': 2.33, 'avg': 5.314137931034481, 'max': 9.09}","{'min': 5.31, 'avg': 11.449655172413788, 'max': 15.95}","{'min': 1.66, 'avg': 4.969310344827585, 'max': 10.17}","{'min': 0.0, 'avg': 1.0396039603960396, 'max': 3.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,T
86400,35.32,14.55,16.12,4.66,2025,7,2.0,234,LEAD_PERF,Utilities,['Employee Incidents;Customer Incidents'],"{'min': 7.11, 'avg': 29.324999999999996, 'max': 69.63}","{'min': 1.49, 'avg': 5.011788079470196, 'max': 9.96}","{'min': 2.62, 'avg': 10.766357615894037, 'max': 34.99}","{'min': 0.14, 'avg': 10.701589403973506, 'max': 30.62}","{'min': 0.0, 'avg': 1.0811965811965811, 'max': 5.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ATO
86400,15.84,3.89,8.03,3.91,2025,7,0.0,586,LAG_PERF,Software & Services,['Governance Incidents;Product & Service Incidents;Society & Community Incidents;Operations Incidents;Employee Incidents;Public Policy Incidents;Environmental Supply Chain Incidents;Social Supply Chain Incidents;Business Ethics Incidents;Customer Incidents'],"{'min': 7.44, 'avg': 21.189334470989767, 'max': 33.72}","{'min': 1.34, 'avg': 5.549801587301587, 'max': 10.54}","{'min': 4.49, 'avg': 10.007142857142858, 'max': 21.64}","{'min': 0.05, 'avg': 3.2042460317460315, 'max': 6.94}","{'min': 0.0, 'avg': 0.6689419795221843, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ADSK
86400,15.12,4.01,7.37,3.74,2025,7,1.0,586,LAG_PERF,Software & Services,['Customer Incidents;Governance Incidents;Employee Incidents'],"{'min': 7.44, 'avg': 21.189334470989767, 'max': 33.72}","{'min': 1.34, 'avg': 5.549801587301587, 'max': 10.54}","{'min': 4.49, 'avg': 10.007142857142858, 'max': 21.64}","{'min': 0.05, 'avg': 3.2042460317460315, 'max': 6.94}","{'min': 0.0, 'avg': 0.6689419795221843, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,ADP
86400,9.83,0.19,6.75,2.89,2025,7,2.0,267,LAG_PERF,Retailing,['Employee Incidents'],"{'min': 8.0, 'avg': 18.447340823970045, 'max': 35.09}","{'min': 1.0, 'avg': 4.2882786885245885, 'max': 8.95}","{'min': 4.13, 'avg': 8.934999999999997, 'max': 16.56}","{'min': 0.19, 'avg': 3.790573770491802, 'max': 10.39}","{'min': 0.0, 'avg': 0.9063670411985019, 'max': 4.0}",,,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,AZO
